date,price
2022-08-03,1.185e-05
2022-08-04,1.184e-05
2022-08-05,1.214e-05
2022-08-06,1.196e-05
2022-08-07,1.204e-05
2022-08-08,1.232e-05
2022-08-09,1.203e-05
2022-08-10,1.239e-05
2022-08-11,1.232e-05
2022-08-12,1.268e-05
2022-08-13,1.264e-05
2022-08-14,1.691e-05
2022-08-15,1.526e-05
2022-08-16,1.581e-05
2022-08-17,1.479e-05
2022-08-18,1.349e-05
2022-08-19,1.316e-05
2022-08-20,1.287e-05
2022-08-21,1.349e-05
2022-08-22,1.316e-05
2022-08-23,1.332e-05
2022-08-24,1.305e-05
2022-08-25,1.392e-05
2022-08-26,1.243e-05
2022-08-27,1.218e-05
2022-08-28,1.179e-05
2022-08-29,1.248e-05
2022-08-30,1.22e-05
2022-08-31,1.21e-05
2022-09-01,1.227e-05
2022-09-02,1.217e-05
2022-09-03,1.232e-05
2022-09-04,1.283e-05
2022-09-05,1.264e-05
2022-09-06,1.202e-05
2022-09-07,1.224e-05
2022-09-08,1.222e-05
2022-09-09,1.292e-05
2022-09-10,1.327e-05
2022-09-11,1.301e-05
2022-09-12,1.287e-05
2022-09-13,1.211e-05
2022-09-14,1.219e-05
2022-09-15,1.17e-05
2022-09-16,1.157e-05
2022-09-17,1.192e-05
2022-09-18,1.062e-05
2022-09-19,1.099e-05
2022-09-20,1.052e-05
2022-09-21,1.039e-05
2022-09-22,1.084e-05
2022-09-23,1.107e-05
2022-09-24,1.126e-05
2022-09-25,1.101e-05
2022-09-26,1.111e-05
2022-09-27,1.112e-05
2022-09-28,1.11e-05
2022-09-29,1.112e-05
2022-09-30,1.132e-05
2022-10-01,1.117e-05
2022-10-02,1.095e-05
2022-10-03,1.116e-05
2022-10-04,1.161e-05
2022-10-05,1.145e-05
2022-10-06,1.119e-05
2022-10-07,1.11e-05
2022-10-08,1.1e-05
2022-10-09,1.103e-05
2022-10-10,1.022e-05
2022-10-11,1.024e-05
2022-10-12,1.016e-05
2022-10-13,1.039e-05
2022-10-14,1.019e-05
2022-10-15,1.021e-05
2022-10-16,1.028e-05
2022-10-17,1.04e-05
2022-10-18,1.017e-05
2022-10-19,9.85e-06
2022-10-20,9.9e-06
2022-10-21,1.002e-05
2022-10-22,1.001e-05
2022-10-23,1.016e-05
2022-10-24,9.93e-06
2022-10-25,1.021e-05
2022-10-26,1.078e-05
2022-10-27,1.063e-05
2022-10-28,1.172e-05
2022-10-29,1.292e-05
2022-10-30,1.191e-05
2022-10-31,1.244e-05
2022-11-01,1.284e-05
2022-11-02,1.176e-05
2022-11-03,1.175e-05
2022-11-04,1.255e-05
2022-11-05,1.246e-05
2022-11-06,1.184e-05
2022-11-07,1.18e-05
2022-11-08,1.018e-05
2022-11-09,8.72e-06
2022-11-10,1.019e-05
2022-11-11,9.87e-06
2022-11-12,9.55e-06
2022-11-13,9.01e-06
2022-11-14,9.08e-06
2022-11-15,9.25e-06
2022-11-16,9.13e-06
2022-11-17,9.05e-06
2022-11-18,9.09e-06
2022-11-19,9.13e-06
2022-11-20,8.78e-06
2022-11-21,8.41e-06
2022-11-22,8.81e-06
2022-11-23,9.05e-06
2022-11-24,9.01e-06
2022-11-25,9.18e-06
2022-11-26,9.02e-06
2022-11-27,9.27e-06
2022-11-28,9.07e-06
2022-11-29,9.08e-06
2022-11-30,9.34e-06
2022-12-01,9.21e-06
2022-12-02,9.32e-06
2022-12-03,9.21e-06
2022-12-04,9.36e-06
2022-12-05,9.41e-06
2022-12-06,9.29e-06
2022-12-07,9.09e-06
2022-12-08,9.27e-06
2022-12-09,9.22e-06
2022-12-10,9.18e-06
2022-12-11,9.12e-06
2022-12-12,8.97e-06
2022-12-13,9.16e-06
2022-12-14,8.94e-06
2022-12-15,8.86e-06
2022-12-16,8.17e-06
2022-12-17,8.3e-06
2022-12-18,8.56e-06
2022-12-19,8.15e-06
2022-12-20,8.45e-06
2022-12-21,8.25e-06
2022-12-22,8.34e-06
2022-12-23,8.26e-06
2022-12-24,8.32e-06
2022-12-25,8.28e-06
2022-12-26,8.32e-06
2022-12-27,8.19e-06
2022-12-28,7.92e-06
2022-12-29,8.19e-06
2022-12-30,8.04e-06
2022-12-31,8.06e-06
2023-01-01,8.13e-06
2023-01-02,8.17e-06
2023-01-03,8.14e-06
2023-01-04,8.38e-06
2023-01-05,8.36e-06
2023-01-06,8.42e-06
2023-01-07,8.42e-06
2023-01-08,8.64e-06
2023-01-09,8.69e-06
2023-01-10,9.26e-06
2023-01-11,9.13e-06
2023-01-12,9.47e-06
2023-01-13,1.02e-05
2023-01-14,1.038e-05
2023-01-15,1.066e-05
2023-01-16,1.053e-05
2023-01-17,1.054e-05
2023-01-18,1.117e-05
2023-01-19,1.154e-05
2023-01-20,1.224e-05
2023-01-21,1.187e-05
2023-01-22,1.201e-05
2023-01-23,1.2e-05
2023-01-24,1.119e-05
2023-01-25,1.163e-05
2023-01-26,1.162e-05
2023-01-27,1.173e-05
2023-01-28,1.182e-05
2023-01-29,1.207e-05
2023-01-30,1.152e-05
2023-01-31,1.181e-05
2023-02-01,1.197e-05
2023-02-02,1.215e-05
2023-02-03,1.271e-05
2023-02-04,1.472e-05
2023-02-05,1.429e-05
2023-02-06,1.407e-05
2023-02-07,1.44e-05
2023-02-08,1.375e-05
2023-02-09,1.216e-05
2023-02-10,1.288e-05
2023-02-11,1.29e-05
2023-02-12,1.283e-05
2023-02-13,1.249e-05
2023-02-14,1.276e-05
2023-02-15,1.371e-05
2023-02-16,1.27e-05
2023-02-17,1.318e-05
2023-02-18,1.317e-05
2023-02-19,1.334e-05
2023-02-20,1.35e-05
2023-02-21,1.305e-05
2023-02-22,1.316e-05
2023-02-23,1.313e-05
2023-02-24,1.255e-05
2023-02-25,1.24e-05
2023-02-26,1.284e-05
2023-02-27,1.252e-05
2023-02-28,1.201e-05
2023-03-01,1.225e-05
2023-03-02,1.206e-05
2023-03-03,1.138e-05
2023-03-04,1.112e-05
2023-03-05,1.11e-05
2023-03-06,1.115e-05
2023-03-07,1.112e-05
2023-03-08,1.093e-05
2023-03-09,1.008e-05
2023-03-10,1.032e-05
2023-03-11,1.037e-05
2023-03-12,1.081e-05
2023-03-13,1.108e-05
2023-03-14,1.128e-05
2023-03-15,1.044e-05
2023-03-16,1.052e-05
2023-03-17,1.114e-05
2023-03-18,1.073e-05
2023-03-19,1.094e-05
2023-03-20,1.051e-05
2023-03-21,1.097e-05
2023-03-22,1.061e-05
2023-03-23,1.086e-05
2023-03-24,1.063e-05
2023-03-25,1.052e-05
2023-03-26,1.063e-05
2023-03-27,1.042e-05
2023-03-28,1.045e-05
2023-03-29,1.068e-05
2023-03-30,1.056e-05
2023-03-31,1.083e-05
2023-04-01,1.119e-05
2023-04-02,1.08e-05
2023-04-03,1.123e-05
2023-04-04,1.123e-05
2023-04-05,1.123e-05
2023-04-06,1.097e-05
2023-04-07,1.094e-05
2023-04-08,1.087e-05
2023-04-09,1.097e-05
2023-04-10,1.113e-05
2023-04-11,1.105e-05
2023-04-12,1.098e-05
2023-04-13,1.111e-05
2023-04-14,1.125e-05
2023-04-15,1.156e-05
2023-04-16,1.158e-05
2023-04-17,1.138e-05
2023-04-18,1.158e-05
2023-04-19,1.085e-05
2023-04-20,1.06e-05
2023-04-21,1.029e-05
2023-04-22,1.045e-05
2023-04-23,1.032e-05
2023-04-24,1.027e-05
2023-04-25,1.036e-05
2023-04-26,1.018e-05
2023-04-27,1.028e-05
2023-04-28,1.025e-05
2023-04-29,1.029e-05
2023-04-30,1.009e-05
2023-05-01,9.97e-06
2023-05-02,1.003e-05
2023-05-03,1.011e-05
2023-05-04,9.9e-06
2023-05-05,1.002e-05
2023-05-06,9.47e-06
2023-05-07,9.36e-06
2023-05-08,8.93e-06
2023-05-09,9e-06
2023-05-10,8.99e-06
2023-05-11,8.69e-06
2023-05-12,8.85e-06
2023-05-13,8.73e-06
2023-05-14,8.79e-06
2023-05-15,8.79e-06
2023-05-16,8.78e-06
2023-05-17,8.77e-06
2023-05-18,8.69e-06
2023-05-19,8.68e-06
2023-05-20,8.72e-06
2023-05-21,8.52e-06
2023-05-22,8.79e-06
2023-05-23,8.89e-06
2023-05-24,8.51e-06
2023-05-25,8.5e-06
2023-05-26,8.54e-06
2023-05-27,8.63e-06
2023-05-28,8.81e-06
2023-05-29,8.7e-06
2023-05-30,8.66e-06
2023-05-31,8.59e-06
2023-06-01,8.47e-06
2023-06-02,8.61e-06
2023-06-03,8.6e-06
2023-06-04,8.61e-06
2023-06-05,7.99e-06
2023-06-06,8.17e-06
2023-06-07,7.87e-06
2023-06-08,7.95e-06
2023-06-09,7.88e-06
2023-06-10,6.86e-06
2023-06-11,6.67e-06
2023-06-12,6.67e-06
2023-06-13,6.8e-06
2023-06-14,6.56e-06
2023-06-15,6.74e-06
2023-06-16,6.84e-06
2023-06-17,6.98e-06
2023-06-18,7.21e-06
2023-06-19,7.23e-06
2023-06-20,7.27e-06
2023-06-21,7.55e-06
2023-06-22,7.8e-06
2023-06-23,7.94e-06
2023-06-24,7.81e-06
2023-06-25,7.87e-06
2023-06-26,7.56e-06
2023-06-27,7.6e-06
2023-06-28,7.22e-06
2023-06-29,7.32e-06
2023-06-30,7.55e-06
2023-07-01,7.64e-06
2023-07-02,7.66e-06
2023-07-03,7.77e-06
2023-07-04,7.68e-06
2023-07-05,7.47e-06
2023-07-06,7.14e-06
2023-07-07,7.32e-06
2023-07-08,7.65e-06
2023-07-09,7.73e-06
2023-07-10,7.55e-06
2023-07-11,7.52e-06
2023-07-12,7.51e-06
2023-07-13,7.99e-06
2023-07-14,7.99e-06
2023-07-15,8.1e-06
2023-07-16,7.85e-06
2023-07-17,7.84e-06
2023-07-18,7.72e-06
2023-07-19,7.75e-06
2023-07-20,7.7e-06
2023-07-21,7.84e-06
2023-07-22,7.78e-06
2023-07-23,7.86e-06
2023-07-24,7.66e-06
2023-07-25,7.91e-06
2023-07-26,7.85e-06
2023-07-27,7.8e-06
2023-07-28,8.17e-06
2023-07-29,8.52e-06
2023-07-30,8.28e-06
2023-07-31,8.47e-06
2023-08-01,8.42e-06
2023-08-02,8.15e-06
2023-08-03,8.28e-06
2023-08-04,8.68e-06
2023-08-05,9.98e-06
2023-08-06,9.37e-06
2023-08-07,8.97e-06
2023-08-08,9.53e-06
2023-08-09,9.63e-06
2023-08-10,9.9e-06
2023-08-11,1.051e-05
2023-08-12,1.066e-05
2023-08-13,1.021e-05
2023-08-14,1.016e-05
2023-08-15,9.92e-06
2023-08-16,9.21e-06
2023-08-17,8.13e-06
2023-08-18,8.58e-06
2023-08-19,8.44e-06
2023-08-20,8.31e-06
2023-08-21,7.98e-06
2023-08-22,7.99e-06
2023-08-23,8.31e-06
2023-08-24,8.22e-06
2023-08-25,8.15e-06
2023-08-26,8.09e-06
2023-08-27,8.03e-06
2023-08-28,8.22e-06
2023-08-29,8.37e-06
2023-08-30,8.15e-06
2023-08-31,7.99e-06
2023-09-01,7.9e-06
2023-09-02,7.83e-06
2023-09-03,7.69e-06
2023-09-04,7.5e-06
2023-09-05,7.65e-06
2023-09-06,7.69e-06
2023-09-07,7.68e-06
2023-09-08,7.6e-06
2023-09-09,7.57e-06
2023-09-10,7.36e-06
2023-09-11,7.06e-06
2023-09-12,7.17e-06
2023-09-13,7.25e-06
2023-09-14,7.36e-06
2023-09-15,7.45e-06
2023-09-16,7.39e-06
2023-09-17,7.22e-06
2023-09-18,7.25e-06
2023-09-19,7.41e-06
2023-09-20,7.44e-06
2023-09-21,7.25e-06
2023-09-22,7.3e-06
2023-09-23,7.51e-06
2023-09-24,7.31e-06
2023-09-25,7.29e-06
2023-09-26,7.26e-06
2023-09-27,7.21e-06
2023-09-28,7.31e-06
2023-09-29,7.32e-06
2023-09-30,7.33e-06
2023-10-01,7.52e-06
2023-10-02,7.32e-06
2023-10-03,7.28e-06
2023-10-04,7.24e-06
2023-10-05,7.14e-06
2023-10-06,7.24e-06
2023-10-07,7.24e-06
2023-10-08,7.19e-06
2023-10-09,6.92e-06
2023-10-10,6.91e-06
2023-10-11,6.78e-06
2023-10-12,6.79e-06
2023-10-13,6.91e-06
2023-10-14,7.03e-06
2023-10-15,6.98e-06
2023-10-16,7.1e-06
2023-10-17,6.89e-06
2023-10-18,6.77e-06
2023-10-19,6.84e-06
2023-10-20,6.9e-06
2023-10-21,7.07e-06
2023-10-22,7.13e-06
2023-10-23,7.52e-06
2023-10-24,7.4e-06
2023-10-25,7.8e-06
2023-10-26,7.91e-06
2023-10-27,7.7e-06
2023-10-28,7.96e-06
2023-10-29,8.02e-06
2023-10-30,7.97e-06
2023-10-31,7.78e-06
2023-11-01,7.98e-06
2023-11-02,7.86e-06
2023-11-03,7.82e-06
2023-11-04,7.96e-06
2023-11-05,8.13e-06
2023-11-06,8.46e-06
2023-11-07,8.19e-06
2023-11-08,8.28e-06
2023-11-09,8.22e-06
2023-11-10,8.49e-06
2023-11-11,9.09e-06
2023-11-12,8.93e-06
2023-11-13,8.54e-06
2023-11-14,8.34e-06
2023-11-15,8.79e-06
2023-11-16,8.5e-06
2023-11-17,8.82e-06
2023-11-18,8.57e-06
2023-11-19,8.69e-06
2023-11-20,8.44e-06
2023-11-21,7.74e-06
2023-11-22,8.1e-06
2023-11-23,8.12e-06
2023-11-24,8.2e-06
2023-11-25,8.47e-06
2023-11-26,8.3e-06
2023-11-27,8.2e-06
2023-11-28,8.31e-06
2023-11-29,8.22e-06
2023-11-30,8.3e-06
2023-12-01,8.37e-06
2023-12-02,8.53e-06
2023-12-03,9.03e-06
2023-12-04,9.21e-06
2023-12-05,9.48e-06
2023-12-06,9.73e-06
2023-12-07,9.78e-06
2023-12-08,1.021e-05
2023-12-09,1e-05
2023-12-10,1.033e-05
2023-12-11,9.52e-06
2023-12-12,9.58e-06
2023-12-13,9.81e-06
2023-12-14,1.009e-05
2023-12-15,9.6e-06
2023-12-16,1.161e-05
2023-12-17,1.028e-05
2023-12-18,1.044e-05
2023-12-19,1.011e-05
2023-12-20,1.024e-05
2023-12-21,1.043e-05
2023-12-22,1.092e-05
2023-12-23,1.108e-05
2023-12-24,1.066e-05
2023-12-25,1.102e-05
2023-12-26,1.06e-05
2023-12-27,1.09e-05
2023-12-28,1.061e-05
2023-12-29,1.043e-05
2023-12-30,1.043e-05
2023-12-31,1.035e-05
2024-01-01,1.068e-05
2024-01-02,1.056e-05
2024-01-03,9.58e-06
2024-01-04,1e-05
2024-01-05,9.84e-06
2024-01-06,9.61e-06
2024-01-07,9.04e-06
2024-01-08,9.58e-06
2024-01-09,9.67e-06
2024-01-10,9.98e-06
2024-01-11,1.015e-05
2024-01-12,9.63e-06
2024-01-13,9.88e-06
2024-01-14,9.57e-06
2024-01-15,9.54e-06
2024-01-16,9.67e-06
2024-01-17,9.52e-06
2024-01-18,9.2e-06
2024-01-19,9.3e-06
2024-01-20,9.68e-06
2024-01-21,9.34e-06
2024-01-22,8.92e-06
2024-01-23,8.84e-06
2024-01-24,8.89e-06
2024-01-25,8.86e-06
2024-01-26,9.03e-06
2024-01-27,9.12e-06
2024-01-28,9e-06
2024-01-29,9.2e-06
2024-01-30,9.05e-06
2024-01-31,8.94e-06
2024-02-01,9.03e-06
2024-02-02,9.07e-06
2024-02-03,9.11e-06
2024-02-04,8.89e-06
2024-02-05,8.9e-06
2024-02-06,8.86e-06
2024-02-07,9.06e-06
2024-02-08,9.22e-06
2024-02-09,9.39e-06
2024-02-10,9.42e-06
2024-02-11,9.41e-06
2024-02-12,9.62e-06
2024-02-13,9.47e-06
2024-02-14,9.76e-06
2024-02-15,9.87e-06
2024-02-16,9.88e-06
2024-02-17,9.63e-06
2024-02-18,9.74e-06
2024-02-19,9.9e-06
2024-02-20,9.75e-06
2024-02-21,9.55e-06
2024-02-22,9.53e-06
2024-02-23,9.52e-06
2024-02-24,9.64e-06
2024-02-25,9.66e-06
2024-02-26,1.007e-05
2024-02-27,1.09e-05
2024-02-28,1.172e-05
2024-02-29,1.257e-05
2024-03-01,1.69e-05
2024-03-02,2.26e-05
2024-03-03,2.253e-05
2024-03-04,3.599e-05
2024-03-05,3.518e-05
2024-03-06,3.328e-05
2024-03-07,3.155e-05
2024-03-08,3.525e-05
2024-03-09,3.502e-05
2024-03-10,3.289e-05
2024-03-11,3.386e-05
2024-03-12,3.222e-05
2024-03-13,3.205e-05
2024-03-14,3.221e-05
2024-03-15,2.99e-05
2024-03-16,2.533e-05
2024-03-17,2.951e-05
2024-03-18,2.683e-05
2024-03-19,2.486e-05
2024-03-20,2.775e-05
2024-03-21,2.72e-05
2024-03-22,2.654e-05
2024-03-23,2.712e-05
2024-03-24,2.808e-05
2024-03-25,2.871e-05
2024-03-26,3.065e-05
2024-03-27,3.017e-05
2024-03-28,3.202e-05
2024-03-29,3.081e-05
2024-03-30,2.985e-05
2024-03-31,3.074e-05
2024-04-01,2.865e-05
2024-04-02,2.641e-05
2024-04-03,2.635e-05
2024-04-04,2.771e-05
2024-04-05,2.679e-05
2024-04-06,2.742e-05
2024-04-07,2.816e-05
2024-04-08,2.874e-05
2024-04-09,2.747e-05
2024-04-10,2.805e-05
2024-04-11,2.751e-05
2024-04-12,2.476e-05
2024-04-13,2.117e-05
2024-04-14,2.275e-05
2024-04-15,2.193e-05
2024-04-16,2.269e-05
2024-04-17,2.205e-05
2024-04-18,2.279e-05
2024-04-19,2.289e-05
2024-04-20,2.619e-05
2024-04-21,2.627e-05
2024-04-22,2.692e-05
2024-04-23,2.682e-05
2024-04-24,2.569e-05
2024-04-25,2.57e-05
2024-04-26,2.52e-05
2024-04-27,2.476e-05
2024-04-28,2.422e-05
2024-04-29,2.41e-05
2024-04-30,2.238e-05
2024-05-01,2.263e-05
2024-05-02,2.28e-05
2024-05-03,2.446e-05
2024-05-04,2.505e-05
2024-05-05,2.47e-05
2024-05-06,2.387e-05
2024-05-07,2.298e-05
2024-05-08,2.253e-05
2024-05-09,2.349e-05
2024-05-10,2.243e-05
2024-05-11,2.249e-05
2024-05-12,2.23e-05
2024-05-13,2.335e-05
2024-05-14,2.297e-05
2024-05-15,2.525e-05
2024-05-16,2.456e-05
2024-05-17,2.502e-05
2024-05-18,2.476e-05
2024-05-19,2.386e-05
2024-05-20,2.607e-05
2024-05-21,2.611e-05
2024-05-22,2.532e-05
2024-05-23,2.458e-05
2024-05-24,2.44e-05
2024-05-25,2.507e-05
2024-05-26,2.431e-05
2024-05-27,2.548e-05
2024-05-28,2.672e-05
2024-05-29,2.752e-05
2024-05-30,2.589e-05
2024-05-31,2.54e-05
2024-06-01,2.525e-05
2024-06-02,2.461e-05
2024-06-03,2.443e-05
2024-06-04,2.461e-05
2024-06-05,2.594e-05
2024-06-06,2.522e-05
2024-06-07,2.369e-05
2024-06-08,2.321e-05
2024-06-09,2.348e-05
2024-06-10,2.291e-05
2024-06-11,2.163e-05
2024-06-12,2.22e-05
2024-06-13,2.118e-05
2024-06-14,2.029e-05
2024-06-15,2.077e-05
2024-06-16,2.094e-05
2024-06-17,1.932e-05
2024-06-18,1.808e-05
2024-06-19,1.812e-05
2024-06-20,1.803e-05
2024-06-21,1.786e-05
2024-06-22,1.797e-05
2024-06-23,1.753e-05
2024-06-24,1.703e-05
2024-06-25,1.774e-05
2024-06-26,1.713e-05
2024-06-27,1.754e-05
2024-06-28,1.695e-05
2024-06-29,1.688e-05
2024-06-30,1.722e-05
2024-07-01,1.707e-05
2024-07-02,1.724e-05
2024-07-03,1.637e-05
2024-07-04,1.463e-05
2024-07-05,1.499e-05
2024-07-06,1.739e-05
2024-07-07,1.549e-05
2024-07-08,1.618e-05
2024-07-09,1.636e-05
2024-07-10,1.64e-05
2024-07-11,1.623e-05
2024-07-12,1.65e-05
2024-07-13,1.711e-05
2024-07-14,1.764e-05
2024-07-15,1.927e-05
2024-07-16,1.932e-05
2024-07-17,1.861e-05
2024-07-18,1.739e-05
2024-07-19,1.78e-05
2024-07-20,1.81e-05
2024-07-21,1.826e-05
2024-07-22,1.758e-05
2024-07-23,1.704e-05
2024-07-24,1.679e-05
2024-07-25,1.639e-05
2024-07-26,1.696e-05
2024-07-27,1.702e-05
2024-07-28,1.68e-05
